id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
273,42,72,1977,4,Female,849 Norfolk Lane,"$18,351 ","$37,415 ","$66,403 ",665,1
63,40,64,1979,12,Male,390 Tenth Street,"$17,370 ","$35,418 ","$51,741 ",660,6
786,18,62,2002,2,Male,4279 West Boulevard,"$15,331 ","$31,259 ","$40,701 ",798,2
1886,26,66,1993,12,Male,6693 George Drive,"$20,233 ","$41,255 ","$85,439 ",683,2
103,41,71,1978,3,Female,8 Tenth Drive,"$17,056 ","$34,774 ","$78,060 ",850,5
1193,90,75,1929,11,Female,6245 River Lane,"$27,934 ","$51,717 ",$418 ,717,5
585,52,62,1967,9,Male,5581 Federal Street,"$20,346 ","$41,483 ","$64,715 ",584,1
1532,28,65,1991,3,Female,99 El Camino Drive,"$17,079 ","$34,825 ","$65,082 ",759,1
1958,51,72,1969,2,Male,2994 Tenth Lane,"$18,316 ","$37,346 ","$64,030 ",680,5
744,58,67,1961,10,Female,927 Ocean View Drive,"$21,923 ","$44,699 ","$21,685 ",842,5
1836,35,73,1984,10,Male,356 Mill Street,"$8,491 ","$17,316 ","$26,872 ",748,1
477,57,67,1962,3,Male,45 Maple Lane,"$24,259 ","$49,467 ","$77,465 ",697,5
1713,18,68,2001,11,Female,3395 Spruce Drive,"$16,795 ","$34,242 ",$0 ,837,1
1506,25,63,1994,10,Male,2800 Third Drive,"$34,578 ","$70,502 ","$90,003 ",614,2
357,59,67,1960,9,Female,645 Catherine Lane,"$39,312 ","$80,156 ","$61,817 ",735,4
535,51,63,1968,12,Female,1248 Second Drive,"$24,393 ","$49,737 ","$136,056 ",643,1
778,60,60,1959,12,Male,700 Lexington Avenue,"$18,794 ","$31,003 ","$23,000 ",699,3
950,23,66,1996,9,Female,9264 Norfolk Lane,"$14,405 ","$29,376 ","$51,428 ",629,1
1080,56,63,1963,11,Female,4581 Eighth Boulevard,"$14,425 ","$29,413 ","$46,043 ",703,2
1197,28,64,1992,1,Female,146 Lafayette Drive,"$27,308 ","$55,684 ","$114,269 ",722,3
711,39,60,1980,10,Male,6757 Eighth Avenue,"$20,056 ","$40,894 ","$51,844 ",657,1
1731,64,66,1956,1,Female,599 First Drive,"$23,172 ","$47,242 ","$62,224 ",704,6
451,65,67,1954,12,Male,654 Birch Lane,"$14,199 ","$28,951 ","$56,777 ",711,2
1290,53,68,1966,6,Male,6223 Lexington Drive,"$32,580 ","$66,428 ","$197,102 ",669,2
1817,52,64,1968,2,Female,25622 Lake Street,"$36,253 ","$73,920 ","$166,395 ",683,1
56,22,73,1998,2,Female,5762 River Lane,"$10,539 ","$21,490 ","$32,587 ",682,2
1383,68,64,1951,4,Female,315 Norfolk Lane,"$31,849 ","$59,938 ","$36,978 ",670,1
1915,54,65,1965,6,Male,758 Sixth Boulevard,"$25,534 ","$52,062 ","$97,881 ",775,4
1882,58,65,1961,10,Male,860 Maple Avenue,"$29,097 ","$59,322 ","$145,137 ",694,3
1467,26,69,1993,9,Female,229 Norfolk Street,"$26,120 ","$53,254 ","$131,334 ",736,1
1791,61,67,1958,11,Male,4975 Madison Boulevard,"$16,045 ","$32,716 ","$46,919 ",593,3
447,79,68,1940,3,Male,5336 Tenth Drive,"$19,131 ","$30,977 ","$21,507 ",796,5
1640,67,71,1952,10,Female,311 Washington Lane,"$17,144 ","$34,954 ","$5,942 ",729,3
636,47,69,1973,2,Female,1342 Hill Lane,"$11,951 ","$24,372 ","$63,295 ",793,4
782,51,66,1968,7,Female,2554 11th Lane,"$18,229 ","$37,169 ","$93,844 ",722,3
316,36,69,1983,8,Male,995 Martin Luther King Street,"$19,554 ","$39,871 ","$73,726 ",719,4
1192,44,68,1976,2,Female,1450 Rose Drive,"$19,630 ","$40,026 ","$70,877 ",768,1
787,19,67,2000,3,Female,762 Lake Drive,"$35,183 ","$71,740 ","$38,238 ",767,2
251,21,66,1998,8,Male,72834 Grant Boulevard,"$20,152 ","$41,087 ","$22,720 ",695,2
1351,18,55,2001,12,Female,892 Third Boulevard,"$28,730 ","$58,579 ","$94,998 ",808,1
490,86,68,1933,9,Male,90 Lexington Drive,"$29,557 ","$33,426 ","$1,852 ",699,4
1935,23,65,1997,2,Female,98 Mountain View Drive,"$22,001 ","$44,862 ","$78,350 ",750,3
387,34,65,1985,10,Male,8229 Bayview Avenue,"$22,261 ","$45,388 ","$64,749 ",723,1
869,73,68,1946,9,Male,9355 Ocean View Drive,"$22,682 ","$34,220 ",$0 ,745,5
1865,19,66,2000,9,Male,616 Catherine Avenue,"$58,297 ","$118,862 ","$276,156 ",782,1
268,20,62,1999,9,Female,825 Norfolk Drive,"$29,558 ","$60,265 ","$80,939 ",582,3
1124,45,66,1974,3,Male,8385 Mill Boulevard,"$11,644 ","$23,740 ","$4,313 ",841,3
721,39,67,1980,5,Male,9735 Birch Street,"$18,828 ","$38,386 ","$74,820 ",850,6
813,46,70,1973,6,Male,285 Washington Street,"$19,065 ","$38,872 ","$86,648 ",585,1
152,37,68,1982,3,Female,49 Tenth Street,"$24,196 ","$49,335 ","$51,520 ",773,3
1896,50,79,1969,9,Female,6695 River Lane,"$19,736 ","$40,246 ","$74,352 ",641,5
1028,50,66,1970,1,Male,1012 Hill Drive,"$39,789 ","$81,122 ","$112,394 ",682,5
922,18,64,2001,4,Male,5819 Norfolk Drive,"$14,352 ","$29,265 ","$37,375 ",647,1
549,51,65,1968,4,Male,774 Wessex Lane,"$30,557 ","$62,304 ","$113,416 ",719,4
565,54,65,1965,10,Male,6721 Sussex Drive,"$21,381 ","$43,598 ","$15,891 ",757,4
1980,54,63,1965,5,Male,990 West Street,"$22,856 ","$46,603 ","$57,177 ",612,1
1494,26,71,1993,3,Male,7703 Fourth Avenue,"$14,191 ","$28,931 ","$34,511 ",711,4
1809,42,71,1977,9,Female,338 Bayview Lane,"$35,905 ","$73,208 ","$115,827 ",664,6
637,42,68,1978,2,Female,794 Lake Street,"$37,908 ","$77,288 ","$46,160 ",771,4
1770,30,66,1989,9,Male,6657 West Street,"$18,415 ","$37,544 ","$15,489 ",703,4
527,58,65,1961,11,Male,217 Fifth Lane,"$19,926 ","$40,628 ","$66,552 ",636,1
1139,24,68,1995,4,Female,418 Elm Street,"$15,433 ","$31,469 ","$53,555 ",645,1
1459,53,65,1967,2,Male,9385 Birch Street,"$15,385 ","$31,369 ",$0 ,707,3
1544,36,65,1983,9,Female,7643 Martin Luther King Street,"$16,351 ","$33,339 ","$83,353 ",679,2
1174,25,65,1994,11,Male,944 Lexington Boulevard,"$20,273 ","$41,338 ","$90,737 ",772,1
112,54,66,1965,12,Female,85 Lafayette Boulevard,"$17,220 ","$35,114 ","$24,637 ",686,5
369,39,65,1980,9,Male,5193 East Street,"$25,258 ","$51,499 ","$7,226 ",788,4
994,85,67,1934,10,Female,577 12th Lane,"$13,006 ","$9,795 ",$396 ,771,7
1592,19,67,2000,9,Male,1317 Wessex Lane,"$46,616 ","$95,045 ","$132,371 ",708,3
1029,66,72,1953,3,Male,9218 Martin Luther King Avenue,"$17,944 ","$36,589 ","$86,573 ",676,3
1680,59,63,1960,11,Female,4701 Littlewood Drive,"$28,916 ","$58,959 ","$109,358 ",598,2
1052,61,61,1958,12,Male,363 Third Drive,"$25,849 ","$28,210 ","$22,961 ",655,2
494,39,68,1980,5,Male,700 Rose Avenue,"$27,635 ","$56,347 ","$32,530 ",779,3
94,59,72,1961,1,Female,704 Summit Drive,"$18,029 ","$36,760 ","$95,755 ",593,2
425,38,67,1981,11,Male,8897 East Street,"$29,174 ","$59,482 ","$130,605 ",688,4
1720,55,60,1964,5,Female,4941 Ocean View Drive,"$12,175 ","$24,827 ","$60,261 ",590,1
1699,67,65,1953,1,Female,9205 Summit Street,"$51,631 ","$52,929 ","$37,514 ",737,7
1495,52,70,1967,12,Male,469 Mountain View Boulevard,"$31,114 ","$63,433 ","$122,550 ",770,7
1005,21,67,1998,11,Male,78596 Birch Drive,"$19,364 ","$39,485 ","$144,101 ",685,1
439,33,59,1986,8,Female,142 Valley Drive,"$25,472 ","$51,938 ","$97,252 ",697,2
1285,68,53,1951,12,Female,6723 Maple Street,"$30,622 ","$65,298 ","$18,684 ",524,2
1973,58,65,1962,1,Female,501 Grant Lane,"$15,950 ","$32,520 ","$29,433 ",731,4
448,41,63,1978,8,Male,992 Martin Luther King Avenue,"$19,359 ","$39,472 ","$82,626 ",698,1
1907,37,66,1982,5,Female,4189 Birch Street,"$16,898 ","$34,457 ","$48,966 ",666,2
73,48,73,1971,12,Male,2193 Sixth Avenue,"$26,227 ","$53,478 ","$73,030 ",674,3
1097,39,68,1980,10,Male,952 Mountain View Boulevard,"$15,863 ","$32,343 ","$59,006 ",732,3
1644,83,65,1937,1,Male,637 Seventh Street,"$15,406 ","$31,943 ","$1,248 ",686,6
967,41,56,1978,10,Female,9413 12th Boulevard,"$16,081 ","$32,789 ","$47,679 ",699,2
1929,29,64,1990,8,Male,1734 George Drive,"$20,536 ","$41,873 ","$76,725 ",717,1
1114,44,66,1976,1,Male,9900 Ninth Avenue,"$18,204 ","$37,115 ","$58,438 ",685,3
1087,40,65,1979,12,Female,613 George Boulevard,"$15,202 ","$30,997 ","$81,716 ",722,2
95,25,67,1994,8,Female,157 Eighth Street,"$43,432 ","$88,554 ","$142,154 ",701,2
1778,29,63,1990,3,Male,32595 River Drive,"$14,556 ","$29,682 ","$65,845 ",659,2
1031,61,68,1959,1,Male,6762 Second Street,"$26,369 ","$53,762 ","$37,361 ",689,8
788,19,66,2001,1,Female,534 Norfolk Lane,"$26,718 ","$54,477 ","$72,241 ",802,2
728,30,67,1989,7,Female,385 Grant Street,"$16,224 ","$33,076 ","$50,117 ",721,3
1639,58,67,1961,5,Male,1034 Pine Boulevard,"$24,324 ","$49,595 ","$68,057 ",676,1
1587,31,67,1988,12,Male,8803 Washington Boulevard,"$40,226 ","$82,019 ","$64,583 ",695,3
1883,76,66,1943,5,Male,3462 Ocean Boulevard,"$26,815 ","$51,942 ","$22,839 ",723,4
712,74,67,1945,3,Female,54 Lafayette Street,"$20,102 ","$29,130 ","$8,746 ",720,5
1414,71,66,1948,8,Female,5822 Fourth Boulevard,"$16,835 ","$13,937 ","$3,854 ",783,4
243,20,63,1999,3,Male,592 Hillside Drive,"$18,714 ","$38,158 ","$80,609 ",666,1
146,47,67,1972,7,Female,45 Ocean Lane,"$33,701 ","$68,710 ","$201,796 ",717,3
715,37,75,1983,1,Female,94 Ocean Avenue,"$49,195 ","$100,303 ","$53,919 ",821,2
1489,58,65,1961,11,Female,9191 Main Avenue,"$25,001 ","$50,980 ","$87,715 ",691,1
1232,18,69,2002,1,Male,5504 Spruce Drive,"$22,958 ","$46,810 ",$0 ,747,2
842,61,65,1959,2,Male,945 Third Avenue,"$50,607 ","$103,185 ","$206,422 ",564,1
486,23,71,1996,4,Male,938 Maple Boulevard,"$22,907 ","$46,704 ","$91,946 ",810,1
763,35,61,1985,1,Male,583 Seventh Street,"$50,579 ","$103,126 ","$130,160 ",642,1
154,48,61,1971,6,Male,8993 Madison Avenue,"$18,376 ","$37,468 ","$73,448 ",666,3
704,51,67,1968,7,Female,6840 North Lane,"$55,274 ","$112,695 ","$35,135 ",840,6
1409,23,65,1996,5,Male,512 Tenth Street,"$21,668 ","$44,181 ","$82,622 ",701,1
1601,26,65,1993,5,Female,388 Third Street,"$33,263 ","$67,820 ","$86,177 ",628,2
729,80,67,1939,4,Female,499 Lafayette Lane,"$16,421 ","$24,884 ","$1,828 ",850,6
1016,41,53,1978,8,Female,165 Fourth Street,$0 ,$553 ,$740 ,719,3
1214,40,64,1979,11,Male,83302 Valley Stream Lane,"$35,544 ","$72,470 ","$133,421 ",711,2
1760,35,66,1984,11,Female,610 Lake Drive,"$17,696 ","$36,081 ","$118,151 ",682,2
927,37,68,1982,6,Male,13 Federal Street,"$29,122 ","$59,375 ",$0 ,729,2
1667,18,70,2002,2,Male,18 Bayview Avenue,"$23,782 ","$48,491 ","$158,871 ",588,1
1796,60,67,1959,4,Female,89075 Spruce Drive,"$15,138 ","$30,867 ","$12,686 ",794,3
179,33,67,1986,5,Female,906 Little Creek Drive,"$19,605 ","$39,974 ","$64,403 ",652,2
395,39,72,1981,2,Male,1105 Wessex Avenue,"$24,331 ","$49,611 ","$110,543 ",739,4
513,24,69,1995,10,Male,841 Spruce Drive,"$17,584 ","$35,856 ","$73,257 ",712,4
187,35,72,1984,9,Female,707 Elm Boulevard,"$17,537 ","$35,760 ","$62,768 ",830,1
491,40,69,1979,6,Male,2336 George Drive,"$13,249 ","$27,013 ","$58,806 ",651,3
1153,63,62,1956,4,Male,690 Catherine Street,"$24,849 ","$58,006 ","$20,196 ",774,1
377,80,67,1940,1,Female,305 Pine Avenue,"$24,884 ","$39,110 ",$363 ,750,5
850,38,66,1981,12,Female,422 Burns Street,"$19,661 ","$40,087 ","$17,392 ",712,2
1186,46,65,1973,10,Male,12067 Federal Boulevard,"$17,603 ","$35,891 ","$87,749 ",577,3
1694,83,65,1936,3,Female,480 Catherine Drive,"$37,213 ","$74,753 ","$1,585 ",726,5
716,31,70,1988,5,Male,1495 Elm Boulevard,"$13,002 ","$26,511 ","$21,869 ",769,6
1131,76,69,1943,4,Male,2609 Plum Drive,"$28,490 ","$19,682 ",$0 ,683,4
1719,81,64,1938,9,Female,678 Park Drive,"$19,386 ","$23,217 ","$2,559 ",616,3
254,30,66,1989,5,Male,323 Eighth Drive,"$33,151 ","$67,589 ",$0 ,734,3
226,30,68,1989,8,Male,4262 Madison Drive,"$45,596 ","$92,960 ","$64,167 ",724,3
1307,52,61,1967,4,Female,2332 Elm Lane,"$42,685 ","$87,030 ","$156,474 ",646,5
1095,72,66,1948,2,Male,493 South Street,"$19,329 ","$22,918 ","$11,371 ",750,5
1729,29,56,1990,9,Female,8958 Catherine Street,"$24,445 ","$49,842 ","$79,750 ",698,1
1466,36,75,1983,4,Female,3194 Norfolk Street,"$17,624 ","$35,933 ","$23,451 ",812,2
1226,42,67,1978,2,Male,376 Fourth Drive,"$18,080 ","$36,860 ","$65,049 ",714,3
1755,53,70,1967,2,Male,302 Park Boulevard,"$13,864 ","$28,269 ","$66,681 ",734,6
475,20,66,1999,11,Male,135 Spruce Lane,"$19,827 ","$40,426 ","$76,199 ",727,1
1956,43,71,1976,8,Female,93 11th Avenue,"$18,330 ","$37,371 ","$3,378 ",739,4
706,33,68,1986,9,Female,212 Ocean View Avenue,"$33,148 ","$67,589 ","$106,072 ",602,2
474,55,66,1964,4,Male,455 Little Creek Boulevard,"$39,705 ","$80,957 ","$161,166 ",683,6
1259,64,69,1955,7,Female,729 Littlewood Avenue,"$94,302 ","$192,269 ","$100,192 ",700,6
320,34,75,1985,8,Male,6444 Madison Drive,"$17,480 ","$35,641 ","$64,419 ",625,2
93,33,69,1986,8,Female,850 Birch Avenue,"$14,073 ","$28,696 ","$52,910 ",686,4
1182,30,65,1989,4,Male,7350 Fourth Lane,"$18,712 ","$38,153 ","$92,466 ",658,1
150,51,73,1968,8,Female,2897 West Street,"$35,062 ","$71,490 ",$0 ,782,3
1327,20,67,1999,12,Female,3183 Burns Boulevard,"$21,093 ","$43,006 ","$26,144 ",688,2
784,44,67,1975,6,Male,41043 Lincoln Lane,"$24,289 ","$49,523 ","$89,129 ",688,4
1471,31,76,1988,11,Male,7948 Martin Luther King Avenue,"$10,730 ","$21,876 ","$20,169 ",786,2
367,27,67,1992,8,Female,8893 Valley Drive,"$21,992 ","$44,843 ","$67,179 ",756,2
1050,43,65,1976,3,Female,41332 Lincoln Avenue,"$17,625 ","$35,938 ","$47,204 ",670,3
207,73,65,1946,10,Female,518 Main Street,"$16,745 ","$28,553 ","$19,507 ",745,5
1838,18,68,2001,12,Female,753 East Avenue,"$19,520 ","$39,803 ","$53,607 ",695,1
798,50,68,1969,9,Female,9982 Summit Boulevard,"$24,069 ","$49,076 ","$56,547 ",715,4
1207,41,65,1978,10,Male,8425 East Lane,"$27,646 ","$56,368 ","$71,544 ",664,3
1012,35,66,1984,6,Female,9006 Ocean Boulevard,"$16,114 ","$32,855 ","$94,228 ",693,2
844,65,64,1955,2,Male,364 Eighth Drive,"$21,401 ","$18,149 ","$26,672 ",738,2
334,44,65,1975,11,Male,8349 Valley Avenue,"$19,818 ","$40,407 ","$25,986 ",697,3
815,19,60,2000,6,Male,57285 Jefferson Avenue,"$23,747 ","$48,418 ","$73,106 ",756,2
1100,61,73,1958,7,Male,9888 Washington Boulevard,"$29,337 ","$59,815 ","$73,325 ",573,2
407,23,66,1996,8,Female,9392 Fifth Avenue,"$20,822 ","$42,454 ","$63,754 ",750,4
1244,43,69,1976,5,Female,580 Fifth Boulevard,"$16,073 ","$32,775 ","$72,785 ",637,1
1740,36,67,1983,12,Male,42720 East Drive,"$28,215 ","$57,532 ","$61,268 ",735,4
1754,34,67,1985,11,Female,97 Fourth Drive,"$12,910 ","$26,325 ","$32,456 ",562,1
1184,70,74,1950,1,Male,20382 Park Drive,"$33,727 ","$68,765 ","$75,608 ",798,5
1440,26,58,1993,4,Male,7344 Oak Drive,"$18,965 ","$38,670 ","$80,894 ",630,1
200,57,65,1962,11,Female,4940 Ocean View Drive,"$17,918 ","$36,528 ","$109,785 ",701,3
1446,28,61,1991,4,Male,54 Burns Avenue,"$13,811 ","$28,163 ","$50,872 ",689,4
1263,56,70,1963,8,Female,212 Mountain View Lane,"$17,977 ","$36,652 ","$60,949 ",600,3
1483,18,70,2001,12,Male,65690 Bayview Lane,"$26,693 ","$54,427 ","$96,369 ",714,2
1085,27,66,1992,6,Female,563 Jefferson Boulevard,"$36,390 ","$74,198 ","$16,084 ",838,3
1961,18,66,2002,1,Male,6295 Norfolk Boulevard,"$17,116 ","$34,904 ","$46,002 ",657,2
776,55,73,1964,12,Male,905 West Avenue,"$47,798 ","$97,455 ","$219,213 ",616,2
890,37,66,1983,1,Female,911 Ocean Boulevard,"$25,592 ","$52,181 ","$26,792 ",727,2
1445,68,68,1951,6,Male,8199 Park Boulevard,"$17,969 ","$27,939 ","$11,243 ",841,5
74,54,74,1965,5,Female,1444 Plum Boulevard,"$20,579 ","$41,957 ","$151,027 ",783,3
1216,26,61,1993,11,Female,9129 Lexington Lane,"$19,666 ","$40,102 ","$57,857 ",601,6
797,61,69,1958,9,Female,7945 Fourth Avenue,"$30,410 ","$62,005 ","$149,968 ",651,9
610,18,58,2002,1,Male,36 First Drive,"$21,609 ","$44,061 ","$107,955 ",713,4
1917,49,69,1970,5,Male,3225 Lexington Street,"$28,694 ","$58,503 ","$37,838 ",680,4
975,28,67,1991,5,Female,34542 Ninth Drive,"$14,456 ","$29,478 ","$39,224 ",675,2
109,29,66,1990,8,Female,933 Sussex Drive,"$19,625 ","$40,005 ","$37,694 ",737,2
547,70,66,1949,5,Male,111 Hillside Avenue,"$18,351 ","$31,901 ","$16,285 ",778,4
347,28,63,1991,8,Female,5671 Sussex Drive,"$21,602 ","$44,046 ","$57,982 ",557,3
201,61,65,1958,5,Male,206 Pine Lane,"$17,567 ","$35,823 ","$96,691 ",732,3
1368,29,69,1990,5,Female,637 Littlewood Drive,"$22,059 ","$44,976 ","$80,109 ",717,2
1547,28,66,1992,2,Male,768 Valley Stream Drive,"$19,635 ","$40,035 ","$69,241 ",684,2
1812,31,62,1988,5,Female,551 Essex Drive,"$25,002 ","$50,978 ","$76,898 ",574,2
1379,76,72,1943,6,Male,93374 11th Street,"$19,780 ","$34,408 ","$9,107 ",701,4
82,22,68,1997,9,Female,6054 Main Avenue,$0 ,"$2,026 ","$1,417 ",779,1
1053,59,66,1960,5,Male,756 El Camino Avenue,"$27,255 ","$55,571 ","$93,460 ",636,3
1893,26,59,1993,12,Male,6222 Sixth Lane,"$26,084 ","$53,182 ","$99,550 ",623,1
955,33,67,1987,2,Male,6785 Valley Stream Boulevard,"$16,648 ","$33,944 ","$53,353 ",798,4
856,54,59,1965,7,Male,275 Tenth Street,"$56,069 ","$114,318 ","$328,089 ",748,3
1361,67,66,1952,12,Male,9385 Lincoln Drive,"$14,848 ","$28,714 ","$12,978 ",638,2
261,41,66,1979,2,Male,7061 Littlewood Street,"$28,985 ","$59,093 ","$117,325 ",737,5
64,39,68,1980,3,Female,95 12th Avenue,"$25,242 ","$51,465 ",$0 ,702,2
1864,20,69,1999,8,Male,1177 Elm Avenue,"$24,904 ","$50,776 ","$19,785 ",701,1
1768,28,65,1991,9,Female,3615 Lafayette Boulevard,"$25,205 ","$51,391 ","$84,768 ",573,1
1151,53,65,1966,12,Male,353 South Boulevard,$0 ,$920 ,"$1,914 ",788,3
356,50,73,1969,10,Female,24 River Avenue,"$20,315 ","$41,420 ",$0 ,691,5
1393,52,67,1967,4,Female,6467 Birch Street,"$16,901 ","$34,460 ","$43,936 ",692,2
865,41,65,1979,2,Male,9684 Grant Drive,"$18,531 ","$37,786 ","$107,692 ",693,5
1914,21,70,1998,4,Female,5259 Lake Drive,"$20,678 ","$42,161 ","$59,210 ",672,1
1641,30,69,1989,3,Male,3636 El Camino Avenue,"$25,503 ","$51,998 ","$73,575 ",640,1
707,22,67,1997,12,Female,5941 South Lane,"$18,271 ","$37,253 ","$63,522 ",576,1
3,49,65,1970,12,Male,840 Elm Avenue,"$13,705 ","$27,943 ","$18,693 ",681,4
754,76,69,1943,3,Female,15 Elm Lane,"$19,025 ","$32,817 ","$27,209 ",705,6
148,62,66,1957,8,Male,7378 Park Lane,"$18,972 ","$38,681 ","$113,190 ",663,5
127,48,68,1971,7,Male,671 Little Creek Street,"$15,474 ","$31,553 ","$63,938 ",729,3
1675,36,70,1983,8,Male,97 Little Creek Boulevard,"$24,519 ","$49,993 ","$52,978 ",767,3
747,63,64,1956,4,Male,716 Lafayette Street,"$14,137 ","$28,828 ","$49,793 ",687,4
1942,77,63,1942,3,Female,2073 South Avenue,$0 ,$1 ,$0 ,673,3
452,31,74,1988,3,Male,557 Catherine Drive,"$31,072 ","$63,356 ","$140,107 ",704,5
1157,33,58,1986,12,Female,1884 Lake Avenue,"$28,213 ","$57,526 ","$82,715 ",812,1
1534,36,65,1983,7,Male,1531 North Lane,"$39,626 ","$80,794 ","$3,867 ",803,2
1086,57,64,1962,12,Female,442 Burns Boulevard,"$37,407 ","$76,274 ","$102,611 ",698,2
1984,29,60,1990,5,Female,8265 Mountain View Drive,"$19,059 ","$38,861 ","$62,080 ",528,1
835,32,65,1987,4,Male,549 Rose Drive,"$22,223 ","$45,312 ","$11,788 ",681,4
758,63,68,1956,12,Male,39126 El Camino Boulevard,"$21,178 ","$43,180 ","$36,832 ",764,5
1795,25,66,1994,10,Female,79 Hill Avenue,"$29,580 ","$60,310 ","$91,017 ",647,6
1221,64,69,1955,11,Female,6606 Jefferson Avenue,"$15,079 ","$30,747 ","$51,667 ",850,4
1821,21,68,1998,9,Male,740 Burns Lane,"$21,394 ","$43,617 ","$16,661 ",803,3
1248,51,71,1968,7,Female,32299 Federal Street,"$21,278 ","$43,386 ","$2,192 ",698,3
1900,62,62,1958,2,Female,690 Oak Street,"$19,483 ","$36,465 ","$12,789 ",688,1
597,72,66,1948,1,Male,5138 North Drive,"$51,692 ","$65,055 ","$1,676 ",736,6
1620,21,68,1998,6,Male,2537 Forest Boulevard,"$18,112 ","$36,924 ","$71,952 ",701,3
1213,34,69,1985,11,Male,860 George Avenue,"$21,373 ","$43,579 ","$96,994 ",795,3
619,54,65,1965,12,Male,498 Littlewood Avenue,"$26,478 ","$53,986 ","$58,381 ",748,4
1043,21,61,1998,9,Female,95 Burns Drive,"$47,637 ","$97,127 ","$210,206 ",660,2
394,52,71,1967,4,Male,514 Pine Boulevard,"$34,138 ","$69,604 ","$47,193 ",684,4
1376,49,68,1971,1,Female,97536 Summit Street,"$30,418 ","$62,019 ","$85,666 ",543,4
834,19,68,2000,11,Male,723 Summit Drive,"$15,965 ","$32,550 ","$82,878 ",746,6
837,30,65,1989,4,Male,445 Fifth Avenue,"$17,701 ","$36,092 ","$63,276 ",679,1
1257,55,67,1964,7,Male,287 Pine Lane,"$23,668 ","$48,259 ","$146,774 ",721,3
1966,42,68,1977,11,Male,3835 Norfolk Street,"$15,447 ","$31,499 ","$45,661 ",782,4
358,36,71,1983,7,Female,65 Fifth Lane,"$15,243 ","$31,079 ","$91,845 ",605,2
912,46,66,1973,8,Male,1833 George Drive,"$23,244 ","$47,395 ","$41,381 ",755,2
605,42,73,1977,10,Male,663 Summit Boulevard,"$23,316 ","$47,542 ","$2,667 ",725,3
1362,58,67,1962,1,Male,3385 Hill Lane,"$35,563 ","$72,510 ","$44,317 ",727,4
1513,48,66,1972,2,Male,8849 West Drive,"$32,240 ","$65,736 ","$206,000 ",733,3
1521,71,71,1948,3,Female,557 Burns Boulevard,"$19,120 ","$19,581 ","$21,424 ",706,3
564,57,64,1962,6,Male,2288 Pine Lane,"$20,800 ","$42,411 ","$111,077 ",765,2
1309,87,64,1932,4,Female,115 Bayview Lane,"$37,485 ","$55,902 ","$3,385 ",531,1
1583,38,68,1981,10,Male,182 Valley Street,"$25,917 ","$52,844 ",$0 ,826,3
1885,46,65,1973,9,Male,189 Forest Street,"$18,171 ","$37,056 ","$75,730 ",753,4
1566,44,64,1976,1,Male,48 Fourth Avenue,"$19,726 ","$40,220 ","$106,171 ",718,3
401,81,71,1938,9,Male,84497 Valley Stream Drive,"$15,239 ","$28,644 ",$879 ,806,7
15,52,66,1968,2,Female,401 Bayview Lane,"$14,553 ","$29,673 ","$12,950 ",788,3
1666,61,62,1958,12,Male,649 Spruce Boulevard,"$23,029 ","$46,954 ","$69,753 ",578,4
509,33,66,1986,7,Male,239 Sussex Drive,"$21,842 ","$44,534 ","$107,410 ",702,4
954,51,65,1968,6,Male,691 Ocean View Street,"$18,619 ","$37,963 ","$102,716 ",772,4
832,40,67,1979,5,Female,8799 Elm Avenue,"$24,684 ","$50,329 ","$76,759 ",625,4
1046,44,66,1975,6,Male,9414 Summit Boulevard,"$18,007 ","$36,715 ","$74,022 ",547,4
630,60,66,1959,7,Male,1583 Grant Avenue,"$19,382 ","$39,521 ","$61,861 ",491,3
1561,78,67,1941,5,Female,245 Martin Luther King Drive,"$26,707 ","$51,014 ","$23,366 ",759,4
1548,41,65,1978,10,Male,439 George Avenue,"$35,834 ","$73,067 ","$6,332 ",721,3
221,63,65,1956,12,Female,560 Eighth Boulevard,"$21,669 ","$44,183 ","$89,852 ",850,4
1991,21,65,1998,10,Male,979 Fifth Avenue,"$11,243 ","$22,922 ","$9,004 ",694,1
1328,28,68,1992,1,Female,441 Rose Lane,"$41,682 ","$84,987 ","$162,718 ",600,2
1901,63,69,1956,3,Female,292 First Avenue,"$16,542 ","$33,728 ","$107,287 ",730,3
665,81,65,1939,1,Female,374 Lexington Street,"$12,406 ","$11,613 ",$427 ,790,8
442,47,66,1972,8,Male,801 12th Drive,"$23,836 ","$48,600 ","$23,992 ",791,5
1626,58,63,1961,7,Male,9212 Plum Avenue,"$29,571 ","$60,292 ","$114,223 ",531,1
1539,42,61,1977,3,Female,215 Main Drive,"$28,463 ","$58,034 ","$129,546 ",676,2
601,68,67,1951,7,Male,5828 Wessex Drive,"$15,849 ","$43,004 ","$15,304 ",761,6
541,51,70,1968,7,Female,2699 Littlewood Avenue,"$14,293 ","$29,144 ","$35,268 ",645,1
210,46,63,1973,8,Male,7677 Little Creek Drive,"$12,677 ","$25,850 ","$56,285 ",630,1
206,28,59,1992,2,Female,4633 Sixth Avenue,"$18,431 ","$37,583 ","$51,633 ",782,2
926,20,60,1999,11,Female,88 George Street,"$20,305 ","$41,403 ","$206,131 ",776,1
115,61,69,1958,7,Male,386 11th Lane,"$49,546 ","$101,018 ","$78,115 ",748,6
